Case,CommCase,Platform,Publisher,VidTitle,CommentText,Likes,CharacterNum,CommLength,Sentiment,Focus,Alignment,MediaType
103.0,1821,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,YAYYY to rewilding golf courses!,230.0,32.0,2,4.0,1.0,4.0,SMonly
103.0,1822,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,My father used to help add the branches to the Rockefeller tree and staple a pic of our family below the star!,336.0,110.0,3,5.0,0.0,,SMonly
103.0,1823,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,One of our golf courses in Indianapolis is now an art and nature park. Cart paths = hiking trails! 👍🏻,65.0,103.0,3,5.0,0.0,,SMonly
103.0,1824,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I wanna be rewilded please,58.0,26.0,2,3.0,0.0,,SMonly
103.0,1825,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I’m was confused for a minute when you said M&M’s spaghetti 😅 it’s been a long day!,63.0,84.0,3,3.0,0.0,,SMonly
103.0,1826,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,Wowww never see Marin County in the news lol,2.0,44.0,3,3.0,0.0,,SMonly
103.0,1827,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,VESTAL? They really like their trees really close to where I live. 2 from my hometown & this one just down 88!,3.0,110.0,3,4.0,0.0,,SMonly
103.0,1828,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I used to drive by that tree in vestal every day haha,2.0,53.0,3,3.0,0.0,,SMonly
104.0,1829,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Will he be tried as an adult?,5274.0,29.0,2,3.0,1.0,3.0,SMonly
104.0,1830,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,The judge really be judging and I’m here for it,4379.0,47.0,3,4.0,1.0,4.0,SMonly
104.0,1831,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I honestly don't think he understands - this isn't like not paying his contractors. The gov't isn't going to run out of money to pursue this case.,2993.0,146.0,1,2.0,1.0,4.0,SMonly
104.0,1832,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I’m sorry the trump trial? Sorry I was too busy figuring out how I’m gna pay for bread,29.0,86.0,3,2.0,0.0,,SMonly
104.0,1833,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,My friend actually went to prison for this exact thing. And to be honest i was like WHY would they bank just believe you saying this is the value.,643.0,146.0,1,3.0,1.0,4.0,SMonly
104.0,1834,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I’ve seen people held in contempt for responding to questions with questions and addressing the judge directly from the stand.,767.0,126.0,1,3.0,1.0,4.0,SMonly
104.0,1835,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I swear he’s like a Gotham villain lmao. Like what is this?,756.0,59.0,3,2.0,1.0,3.0,SMonly
104.0,1836,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Can’t he be held in contempt for not a answering.,251.0,49.0,3,3.0,1.0,3.0,SMonly
104.0,1837,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Rolling stone has a good article about his and his lawyers behavior. It’s being done to get a new trial. It’s an interesting read,258.0,129.0,1,4.0,1.0,3.0,SMonly
104.0,1838,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Thank you for the date and time stamp! So helpful,41.0,49.0,3,5.0,1.0,4.0,SMonly
105.0,1839,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,"for a loan of $100m over 15 years, the difference in interest between say 4% and 5% is $9.2M It’s not just paying back it’s getting favorable rate",1085.0,146.0,1,3.0,1.0,4.0,SMonly
105.0,1840,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,happens everyday in real estate and investing,86.0,45.0,3,3.0,0.0,,SMonly
105.0,1841,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Great breakdown!,168.0,16.0,2,5.0,1.0,4.0,SMonly
105.0,1842,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Side note.... LOVE that wallpaper!🥰🥰,17.0,38.0,2,4.0,0.0,,SMonly
105.0,1843,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,"I love your videos. Sidebar, what is that wallpaper behind you? Or framed art? I love it!!",91.0,90.0,3,5.0,0.0,,SMonly
105.0,1844,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Will the AG pursue perjury?,17.0,27.0,2,3.0,1.0,3.0,SMonly
105.0,1845,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,who was harmed and how?,2.0,23.0,2,3.0,0.0,,SMonly
105.0,1846,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Thanks for the update!,44.0,22.0,2,4.0,0.0,,SMonly
105.0,1847,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Thanks for your update,6.0,22.0,2,4.0,0.0,,SMonly
105.0,1848,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Alright but where is the desk,9.0,29.0,2,3.0,0.0,,SMonly
106.0,1849,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,"Good morning, bad news makes me feel more human and better :D",4.0,61.0,3,5.0,0.0,,SMonly
106.0,1850,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,couldn't have put it better myself,2.0,34.0,2,4.0,1.0,5.0,SMonly
106.0,1851,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Love the message underneath the surface pun intended.,1.0,53.0,3,5.0,1.0,4.0,SMonly
106.0,1852,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Apparently the kid who was on the sub was only there cause his dad made him for Father's Day 😢,2.0,95.0,3,2.0,1.0,4.0,SMonly
106.0,1853,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Facts,0.0,5.0,2,4.0,1.0,4.0,SMonly
106.0,1854,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,GMGN,1.0,4.0,2,3.0,0.0,,SMonly
106.0,1855,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,😢,0.0,2.0,2,3.0,0.0,,SMonly
108.0,1856,YouTube Shorts,GoodMorning BadNews,Why Are Netflix Shows So Awful? | GMBN (youtube.com),Too late its been in the process.. watch disjointed it's a prime example,3.0,72.0,3,2.0,1.0,4.0,SMonly
113.0,1857,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",I applied before my transition & they said that They'd never take me because of my illnesses,27.0,92.0,3,2.0,1.0,3.0,SMonly
113.0,1858,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Imagine surviving a school shooting just to be thrust into a war.,121.0,65.0,3,1.0,1.0,3.0,SMonly
113.0,1859,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","I'm identified on ID and certificate as male, but I'm a trans man and that was done via legal changes. Anybody know if I'd still be drafted?",4.0,140.0,1,3.0,0.0,,SMonly
113.0,1860,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","I remember I had to sign up for that a few years ago, and it's like ""I'm visually impaired, what am I going to do in the army, handle the heavy weapons""",,152.0,1,3.0,0.0,,SMonly
113.0,1861,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Part 2???,6.0,9.0,2,,0.0,,SMonly
113.0,1862,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Drafts are fundamentally unjust. The rich should fight their own wars.,52.0,70.0,3,3.0,1.0,3.0,SMonly
113.0,1863,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",How to avoid the draft. If you know you know.,1.0,45.0,3,3.0,0.0,,SMonly
113.0,1864,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","As someone currently active duty in the military I can confidently say the military does NOT want y’all. Draftees are historically dangerous, poorly trained, and unmotivated which results in more loss of life for those of us that voluntarily serve, more mistakes being made, and frankly we don’t wanna see civilians ripped from their families to fight in a war they don’t support",12.0,379.0,1,4.0,1.0,4.0,SMonly
113.0,1865,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","""You're gonna have to fight your own damn war, cause we don't wanna fight no more!"" - Prince 'Party Up' (1980)",67.0,110.0,3,3.0,0.0,,SMonly
113.0,1866,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",I wonder what would happen if ALL soldiers of the world just stop. I mean it’s not really the PEOPLE you’re fighting for it’s for the political fat cats who create war for the greed of power. I mean most soldiers don’t want to die and civilians for sure don’t want to play war in real life. So why fight if the powers that be don’t tell you the truth? Seems cruel to use men’s lives as pawns. But then again men need violence like they need sex so my words are futile 🤷‍♀️ 😢,4.0,476.0,1,3.0,0.0,,SMonly
114.0,1867,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,The US is currently being charged for war crimes in Iraq and Afghanistan. It’s getting absolutely no press and I wonder why!,64.0,124.0,3,2.0,0.0,,SMonly
114.0,1868,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"If AND when the US collapse, it will be from within.",148.0,52.0,3,1.0,0.0,,SMonly
114.0,1869,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"Next time someone asks ""why are there so many immigrants coming to America?! Why can't they stay in their countries?!"" Just show them this video",66.0,144.0,1,2.0,0.0,,SMonly
114.0,1870,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,the amount of control is horrifying,7.0,35.0,2,2.0,1.0,4.0,SMonly
114.0,1871,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"Find me one global empire that isn’t guilty of crimes against humanity. 🤷‍♂️ We just going to ignore the literal Uighur concentration camps in China? Or the massive child brothel industry in Southeast Asia (eg cambodia, Thailand etc)? Or the insane violence and child slavery in African nations? Sorry but this kind of polar thinking doesn’t do us any favors. The USA is the latest in a long line of corrupt malicious empires that have lorded over humanity. Read your history and zoom out people. ❤️",0.0,500.0,1,2.0,1.0,2.0,SMonly
114.0,1872,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,America has always had a habit of pissing on other countries and telling them it's just rain,41.0,92.0,3,2.0,0.0,,SMonly
114.0,1873,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,I mean…I think [if you are educated] you know this. Right!?! It’s a problem.,7.0,76.0,3,2.0,1.0,3.0,SMonly
114.0,1874,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,The us hates international law. It’s miserable as anyone in the international field to do anything with the us.,34.0,111.0,3,2.0,0.0,,SMonly
114.0,1875,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,🦅🇺🇸🦅,1.0,8.0,2,3.0,0.0,,SMonly
114.0,1876,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,Same thing with Rusia,3.0,21.0,2,3.0,0.0,,SMonly
115.0,1877,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Hol on I'm trying to connect how abortions lead to school shootings,147.0,67.0,3,3.0,1.0,4.0,SMonly
115.0,1878,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Should I just end it all at this point?,76.0,39.0,2,2.0,0.0,,SMonly
115.0,1879,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",This is all good news framed negatively. ¯\_(ツ)_/¯,41.0,50.0,3,1.0,1.0,1.0,SMonly
115.0,1880,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,","I love to see the US shatter from within. It's been rotten for decades, but this is just beautiful to see from afar 😍.",2.0,119.0,3,4.0,1.0,4.0,SMonly
115.0,1881,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Are you guys feeling French or Dutch yet?,5.0,41.0,3,,0.0,,SMonly
115.0,1882,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Eh…..typical America L,33.0,22.0,2,2.0,1.0,4.0,SMonly
115.0,1883,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,","Cool. Who is ready to organize? That’s what we need. Organized rise. Strength in numbers, stand up for what is right. Talk about it.",17.0,132.0,1,4.0,1.0,4.0,SMonly
115.0,1884,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",The craziest part is as a Christian these people actively demonize parts of the religion that are untrue and actively oppose the fundamental teachings of Christ.,5.0,161.0,1,2.0,1.0,3.0,SMonly
115.0,1885,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",I am sorry yall but USA is over,320.0,31.0,2,2.0,0.0,,SMonly
115.0,1886,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",He definitely watches gay porn lol,104.0,34.0,2,2.0,0.0,,SMonly
116.0,1887,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,"Y’all don’t know how much tension is in the world today and our military is the only one defending democracy we’re the strongest military power the world has ever seen it doesn’t come cheap we project our power so we don’t have to fight a war the army isn’t keeping retention (people reinlisting) and we’re down 30,000 people we need an excess of people if we keep not meeting demand it will come to a draft especially if a war breaks out there is a lot of people who want to see America fall and China wants to be the worlds super power they are a dictator ship who would kill millions Bc there mismanaged and the politicians are greedy",26.0,637.0,1,1.0,1.0,3.0,SMonly
116.0,1888,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,that money could end poverty and homelessness in the us,1531.0,55.0,3,2.0,1.0,3.0,SMonly
116.0,1889,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,We just want to be able to afford living… that’s all…,694.0,53.0,3,3.0,0.0,,SMonly
116.0,1890,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,"Remember, this isn't a Left vs Right thing. It's a rich vs poor thing. Rich tells farmers to stop farming. Rich buys entire ZIP codes of housing. Rich gives no choice but to work for them and not yourself. Rich tells you to go and die for them.",216.0,244.0,1,3.0,0.0,,SMonly
116.0,1891,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,What do we do from here? It's clear we're in a dystopia but what can we do to make it better?,1.0,93.0,3,3.0,1.0,4.0,SMonly
116.0,1892,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,What’s our course of action to fight this as everyday citizens? None of us consented to our tax dollars being spent this way.,4.0,125.0,1,2.0,1.0,4.0,SMonly
116.0,1893,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,Our tax money funds imperialism and now genocide. Why do we let them get away with this?,221.0,88.0,3,1.0,1.0,3.0,SMonly
116.0,1894,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,This HAS to stop. Neither Republicans nor Democrats have been able to stop this problem from ballooning to obscene proportions. Maybe give a Libertarian candidate a try? I don’t know - I’m just trying to think of something different that we haven’t tried yet.,80.0,259.0,1,3.0,1.0,3.0,SMonly
116.0,1895,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,NO MORE METAL GEAR,2.0,18.0,2,,0.0,,SMonly
116.0,1896,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,I thought we didn't have enough money to help people in this country,7.0,68.0,3,3.0,1.0,4.0,SMonly
117.0,1897,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,My grandparents are pushing me extremely hard to go to college although I keep trying to tell them that it’s just not worth it anymore. They don’t seem to understand that it’s not how it used to be. I don’t know what to do :(,23.0,225.0,1,2.0,1.0,3.0,SMonly
117.0,1898,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,So what do I do,4.0,15.0,2,3.0,1.0,3.0,SMonly
117.0,1899,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"I hate to nitpick, but I'm not sure you can say having a college degree isn't rewarded in the job market, but not having one is punished. Isn't that the same thing as rewarding having a college degree? Maybe I shouldn't write comments when I first wake up in the morning 🫠♥️",0.0,275.0,1,3.0,1.0,2.0,SMonly
117.0,1900,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Those entry level jobs that are asking for a degree to qualify are doing so because. They know applicants with a degree likely will have massive debt and therefore be less likely to quit because they cant afford to be unemployed,147.0,228.0,1,3.0,1.0,3.0,SMonly
117.0,1901,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Well American government can forgive the student loans but then can send billions in aid to Israel huh,30.0,102.0,3,2.0,0.0,,SMonly
117.0,1902,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Okay so college isn’t worth it for liberal arts degrees or are we talking about stem degrees as well ?,0.0,102.0,3,3.0,0.0,,SMonly
117.0,1903,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"i have felt more and more that education is no longer about making people educated, but rather about giving those people the ability to do more for employers, and spend more money (like with loans) in the current economy to just make rich people richer, rather than it being a fulfilling experience of understanding more about anything and everything in the world",17.0,363.0,1,3.0,1.0,4.0,SMonly
117.0,1904,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"Ooof I'm already in Grad school... I'm studying physics, but still, damn. 😢",2.0,76.0,3,3.0,1.0,4.0,SMonly
117.0,1905,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,College was never intended for be applicable to the job market. College purpose is to create a society of experts. The job market is the wealthy capitalist interest. I wouldnt go to college if my only option was to take out like more than 1/4 of what the degree or ROI is worth. The high diploma has no value. We give those out like candy on halloween. I agree the problem is the “standardization” of education. This video is misleading because it is missing a lot of context!,3.0,476.0,1,1.0,1.0,1.0,SMonly
117.0,1906,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,This is why I dropped out and built a media business,1.0,52.0,3,4.0,0.0,,SMonly
118.0,1907,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Can we just do a Revolution again, all our lives suck, we work every day and get nothing, and we’re too young to do anything about it. How do I know people who work 6 1/2 days a week and still can’t afford to live on their own!!?",1009.0,229.0,1,1.0,1.0,4.0,SMonly
118.0,1908,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Completely wrong about inflation, that is created by an expansion in the money supply due the government printing money. It is not any of the false reasons stated in this video.",45.0,177.0,1,3.0,1.0,2.0,SMonly
118.0,1909,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",Corporations?? Fed and Government created inflation by controlling the money supply! Corporations just reacted to it 🤷,2.0,119.0,3,2.0,1.0,2.0,SMonly
118.0,1910,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","""With no ability to blah blah"" then explain how spendings are at regular high, home-ownership rate is at like 30% and inflation is at its pre-pandemic numbers?? If people don't have money, how are they spending so much? You are doing FINE, stop this cringe shit, the ""bad economy"" is LITERALLY a social media invention, that unironically puzzles scientists. Real numbers show that Gen-z and millienials are starting to outearn and outspend even boomers, only tiktokers say otherwise",152.0,482.0,1,1.0,1.0,1.0,SMonly
118.0,1911,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Wait, if they don’t have down payment money, that means that, unlike prior generations, their parents are the ones who aren’t giving them any money. We all know that lots of older generations own a home and car because their parents helped them. So now it’s time to help your own kids and you’re not able to unwilling. 🙃",15.0,321.0,1,3.0,1.0,3.0,SMonly
118.0,1912,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",Funny because I ain't ever seen a boomer hit a money spread. Boomers got no motion,129.0,82.0,3,3.0,0.0,,SMonly
118.0,1913,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",All that Starbucks and avocado toast adds up and I regret nothing,166.0,65.0,3,4.0,0.0,,SMonly
118.0,1914,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",🙂 maybe the French were right and we shouldn’t have been making fun of them all this time,122.0,90.0,3,3.0,0.0,,SMonly
118.0,1915,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",What’s it like to go to the doctor when you need to?,4.0,52.0,3,3.0,0.0,,SMonly
118.0,1916,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",America needs a revolution,9.0,26.0,2,3.0,0.0,,SMonly
119.0,1917,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,THEYRE DEFENDING THEMSELVES. REMEMBER OCT 7?!?! REMEMBER WHO ATTACKED FIRST. SUPPORT ISRAEL 🇮🇱,25.0,96.0,3,2.0,1.0,2.0,SMonly
119.0,1918,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"This video made it seem as if one of the major reasons this Genocide will never end is because Hamas won’t back down. That is so far from accurate. Israel has promised to wipe the Palestinians off the face of the earth. Hamas is an excuse they tell the world so they can claim “self defense.” Charge the Israeli leaders, all the member of the IOF and Biden with war crimes. And yes, I voted for Biden.",116.0,401.0,1,2.0,1.0,2.0,SMonly
119.0,1919,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"All they gotta do is handover the hostages ……that’s it, and the whole thing stops",10.0,81.0,3,3.0,0.0,,SMonly
119.0,1920,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"I like your videos but disagree on the ending. You started calling it a ""conflict"" when it's not just that. It is gen0cide. The end is also framed is if Netanyahou is the only problem on the Israeli side. Israel has been the problem since day one because its creation relied on the forced displacement of hundreds of thousands of people. Lastly H@mas was created as a response to being colonized. Your framing was as if they're two equal powers, which they are not.",57.0,465.0,1,1.0,1.0,1.0,SMonly
119.0,1921,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"Saying that the “conflict” (when it’s truly a genocide) will “go on forever” because neither party will back down when hamas has repeatedly stated they will release all israeli hostages many of times in turn for a total ceasefire is a blatantly incorrect statement. Israel is the only one holding power. Israel is the one continuing the attacks. Don’t act like this is a two sided conflict in which civilians are being caught in, it is genocide. Free Palestine.",115.0,461.0,1,1.0,1.0,1.0,SMonly
119.0,1922,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,How is South Africa coordinating with Hamas and Israel doesn't know? They are monitoring EVERYTHING.,36.0,100.0,3,3.0,0.0,,SMonly
119.0,1923,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"Just casual war crimes and genocide, the fact that this is just a regular thing nowadays is wild",54.0,96.0,3,2.0,0.0,,SMonly
119.0,1924,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Love how the word g3noc1de has to be censored😑,24.0,47.0,3,2.0,0.0,,SMonly
119.0,1925,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Had me a bit worried there with that opening glad y’all swung around,3.0,68.0,3,3.0,0.0,,SMonly
119.0,1926,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Its not even good morning wtf,25.0,29.0,2,2.0,0.0,,SMonly
120.0,1927,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,EXCUSE ME?,3090.0,10.0,2,2.0,0.0,,SMonly
120.0,1928,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,damn,2041.0,4.0,2,3.0,0.0,,SMonly
120.0,1929,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,Wait fr,623.0,7.0,2,3.0,0.0,,SMonly
120.0,1930,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,WHATT,65.0,5.0,2,3.0,0.0,,SMonly
120.0,1931,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,wait what?,72.0,10.0,2,3.0,0.0,,SMonly
120.0,1932,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,wow,12.0,3.0,2,3.0,0.0,,SMonly
120.0,1933,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,america,57.0,7.0,2,3.0,0.0,,SMonly
120.0,1934,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,💯,3.0,2.0,2,,0.0,,SMonly
120.0,1935,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,@mazzu.tilde @Swag_m00ssleany raga..,3.0,36.0,2,,0.0,,SMonly
120.0,1936,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,boost,3.0,5.0,2,3.0,0.0,,SMonly
