Case,CommCase,Platform,Publisher,VidTitle,Comment,Likes/Hearts,CharacterNum,CommLength,Sentiment,Focus,Alignment
102,1812,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,I struggle to understand why Congress is involved in the military promotion process at all. Inherently politicizes it.,214,118,3,3,0,
102,1813,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,Are we in the upside down?!?!,171,29,2,3,0,
102,1814,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,"It's election time coming up, they've gotta start getting on the voters good side. It's optics.",212,95,3,3,0,
102,1815,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,Did I step through into an alternate universe when I agree with Graham & Holley?,129,80,3,3,1,4
102,1816,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,Graham should have stepped up about this when it started but at least it’s out there.,127,85,3,3,1,4
102,1817,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,him pointing at Tommy Tubberville and saying “you did that” 😭,18,62,3,3,0,
102,1818,TikTok,UnderTheDeskNews,Yesterday I hyped up Josh Hawley on his Ending Corporate Influence…,Imagine if they could have more conversations like this! Most of the issues they deal with are bigger than one policy they don’t agree with,47,139,1,4,1,4
103,1819,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,😂😂 that opening 10/10,528,23,2,4,0,
103,1820,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,Between rewilding and building housing it’s been nice seeing golf courses go away. One near my town was turned into a senior community.,586,135,1,4,1,4
103,1821,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,YAYYY to rewilding golf courses!,230,32,2,4,1,4
103,1822,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,My father used to help add the branches to the Rockefeller tree and staple a pic of our family below the star!,336,110,3,5,0,
103,1823,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,One of our golf courses in Indianapolis is now an art and nature park. Cart paths = hiking trails! 👍🏻,65,103,3,5,0,
103,1824,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I wanna be rewilded please,58,26,2,3,0,
103,1825,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I’m was confused for a minute when you said M&M’s spaghetti 😅 it’s been a long day!,63,84,3,3,0,
103,1826,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,Wowww never see Marin County in the news lol,2,44,3,3,0,
103,1827,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,VESTAL? They really like their trees really close to where I live. 2 from my hometown & this one just down 88!,3,110,3,4,0,
103,1828,TikTok,UnderTheDeskNews,#stitch with @D U S T I N P A I S L E Y #rewilding #goodnews #goodnewsonly…,I used to drive by that tree in vestal every day haha,2,53,3,3,0,
104,1829,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Will he be tried as an adult?,5274,29,2,3,1,3
104,1830,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,The judge really be judging and I’m here for it,4379,47,3,4,1,4
104,1831,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I honestly don't think he understands - this isn't like not paying his contractors. The gov't isn't going to run out of money to pursue this case.,2993,146,1,2,1,4
104,1832,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I’m sorry the trump trial? Sorry I was too busy figuring out how I’m gna pay for bread,29,86,3,2,0,
104,1833,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,My friend actually went to prison for this exact thing. And to be honest i was like WHY would they bank just believe you saying this is the value.,643,146,1,3,1,4
104,1834,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I’ve seen people held in contempt for responding to questions with questions and addressing the judge directly from the stand.,767,126,1,3,1,4
104,1835,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,I swear he’s like a Gotham villain lmao. Like what is this?,756,59,3,2,1,3
104,1836,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Can’t he be held in contempt for not a answering.,251,49,3,3,1,3
104,1837,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Rolling stone has a good article about his and his lawyers behavior. It’s being done to get a new trial. It’s an interesting read,258,129,1,4,1,3
104,1838,TikTok,UnderTheDeskNews,He’s trying to run down the clock on testimony. This is interesting…,Thank you for the date and time stamp! So helpful,41,49,3,5,1,4
105,1839,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,"for a loan of $100m over 15 years, the difference in interest between say 4% and 5% is $9.2M It’s not just paying back it’s getting favorable rate",1085,146,1,3,1,4
105,1840,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,happens everyday in real estate and investing,86,45,3,3,0,
105,1841,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Great breakdown!,168,16,2,5,1,4
105,1842,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Side note.... LOVE that wallpaper!🥰🥰,17,38,2,4,0,
105,1843,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,"I love your videos. Sidebar, what is that wallpaper behind you? Or framed art? I love it!!",91,90,3,5,0,
105,1844,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Will the AG pursue perjury?,17,27,2,3,1,3
105,1845,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,who was harmed and how?,2,23,2,3,0,
105,1846,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Thanks for the update!,44,22,2,4,0,
105,1847,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Thanks for your update,6,22,2,4,0,
105,1848,TikTok,UnderTheDeskNews,Wild. Times. #trumptrial #newyork TikToks Legal Eagles: @Legal Dad @Maclen & Ashleigh,Alright but where is the desk,9,29,2,3,0,
106,1849,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,"Good morning, bad news makes me feel more human and better :D",4,61,3,5,0,
106,1850,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,couldn't have put it better myself,2,34,2,4,1,5
106,1851,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Love the message underneath the surface pun intended.,1,53,3,5,1,4
106,1852,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Apparently the kid who was on the sub was only there cause his dad made him for Father's Day 😢,2,95,3,2,1,4
106,1853,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,Facts,0,5,2,4,1,4
106,1854,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,GMGN,1,4,2,3,0,
106,1855,YouTube Shorts,GoodMorning BadNews,Missing Submarine Found! | GMBN - YouTube,😢,0,2,2,3,0,
108,1856,YouTube Shorts,GoodMorning BadNews,Why Are Netflix Shows So Awful? | GMBN (youtube.com),Too late its been in the process.. watch disjointed it's a prime example,3,72,3,2,1,4
113,1857,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",I applied before my transition & they said that They'd never take me because of my illnesses,27,92,3,2,1,3
113,1858,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Imagine surviving a school shooting just to be thrust into a war.,121,65,3,1,1,3
113,1859,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","I'm identified on ID and certificate as male, but I'm a trans man and that was done via legal changes. Anybody know if I'd still be drafted?",4,140,1,3,0,
113,1860,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","I remember I had to sign up for that a few years ago, and it's like ""I'm visually impaired, what am I going to do in the army, handle the heavy weapons""",99,152,1,3,0,
113,1861,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Part 2???,6,9,2,99,0,
113,1862,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",Drafts are fundamentally unjust. The rich should fight their own wars.,52,70,3,3,1,3
113,1863,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",How to avoid the draft. If you know you know.,1,45,3,3,0,
113,1864,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","As someone currently active duty in the military I can confidently say the military does NOT want y’all. Draftees are historically dangerous, poorly trained, and unmotivated which results in more loss of life for those of us that voluntarily serve, more mistakes being made, and frankly we don’t wanna see civilians ripped from their families to fight in a war they don’t support",12,379,1,4,1,4
113,1865,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,","""You're gonna have to fight your own damn war, cause we don't wanna fight no more!"" - Prince 'Party Up' (1980)",67,110,3,3,0,
113,1866,Instagram Reels,GoodMorning BadNews,"Would the US ever reinstate the draft,",I wonder what would happen if ALL soldiers of the world just stop. I mean it’s not really the PEOPLE you’re fighting for it’s for the political fat cats who create war for the greed of power. I mean most soldiers don’t want to die and civilians for sure don’t want to play war in real life. So why fight if the powers that be don’t tell you the truth? Seems cruel to use men’s lives as pawns. But then again men need violence like they need sex so my words are futile 🤷‍♀️ 😢,4,476,1,3,0,
114,1867,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,The US is currently being charged for war crimes in Iraq and Afghanistan. It’s getting absolutely no press and I wonder why!,64,124,3,2,0,
114,1868,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"If AND when the US collapse, it will be from within.",148,52,3,1,0,
114,1869,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"Next time someone asks ""why are there so many immigrants coming to America?! Why can't they stay in their countries?!"" Just show them this video",66,144,1,2,0,
114,1870,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,the amount of control is horrifying,7,35,2,2,1,4
114,1871,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,"Find me one global empire that isn’t guilty of crimes against humanity. 🤷‍♂️ We just going to ignore the literal Uighur concentration camps in China? Or the massive child brothel industry in Southeast Asia (eg cambodia, Thailand etc)? Or the insane violence and child slavery in African nations? Sorry but this kind of polar thinking doesn’t do us any favors. The USA is the latest in a long line of corrupt malicious empires that have lorded over humanity. Read your history and zoom out people. ❤️",0,500,1,2,1,2
114,1872,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,America has always had a habit of pissing on other countries and telling them it's just rain,41,92,3,2,0,
114,1873,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,I mean…I think [if you are educated] you know this. Right!?! It’s a problem.,7,76,3,2,1,3
114,1874,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,The us hates international law. It’s miserable as anyone in the international field to do anything with the us.,34,111,3,2,0,
114,1875,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,🦅🇺🇸🦅,1,8,2,3,0,
114,1876,Instagram Reels,GoodMorning BadNews,An international tribunal of legal experts found the US,Same thing with Rusia,3,21,2,3,0,
115,1877,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Hol on I'm trying to connect how abortions lead to school shootings,147,67,3,3,1,4
115,1878,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Should I just end it all at this point?,76,39,2,2,0,
115,1879,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",This is all good news framed negatively. ¯\_(ツ)_/¯,41,50,3,1,1,1
115,1880,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,","I love to see the US shatter from within. It's been rotten for decades, but this is just beautiful to see from afar 😍.",2,119,3,4,1,4
115,1881,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Are you guys feeling French or Dutch yet?,5,41,3,99,0,
115,1882,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",Eh…..typical America L,33,22,2,2,1,4
115,1883,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,","Cool. Who is ready to organize? That’s what we need. Organized rise. Strength in numbers, stand up for what is right. Talk about it.",17,132,1,4,1,4
115,1884,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",The craziest part is as a Christian these people actively demonize parts of the religion that are untrue and actively oppose the fundamental teachings of Christ.,5,161,1,2,1,3
115,1885,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",I am sorry yall but USA is over,320,31,2,2,0,
115,1886,Instagram Reels,GoodMorning BadNews,"After weeks of infighting, there is finally a new Speaker of the Houser: Mike Johnson,",He definitely watches gay porn lol,104,34,2,2,0,
116,1887,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,"Y’all don’t know how much tension is in the world today and our military is the only one defending democracy we’re the strongest military power the world has ever seen it doesn’t come cheap we project our power so we don’t have to fight a war the army isn’t keeping retention (people reinlisting) and we’re down 30,000 people we need an excess of people if we keep not meeting demand it will come to a draft especially if a war breaks out there is a lot of people who want to see America fall and China wants to be the worlds super power they are a dictator ship who would kill millions Bc there mismanaged and the politicians are greedy",26,637,1,1,1,3
116,1888,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,that money could end poverty and homelessness in the us,1531,55,3,2,1,3
116,1889,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,We just want to be able to afford living… that’s all…,694,53,3,3,0,
116,1890,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,"Remember, this isn't a Left vs Right thing. It's a rich vs poor thing. Rich tells farmers to stop farming. Rich buys entire ZIP codes of housing. Rich gives no choice but to work for them and not yourself. Rich tells you to go and die for them.",216,244,1,3,0,
116,1891,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,What do we do from here? It's clear we're in a dystopia but what can we do to make it better?,1,93,3,3,1,4
116,1892,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,What’s our course of action to fight this as everyday citizens? None of us consented to our tax dollars being spent this way.,4,125,1,2,1,4
116,1893,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,Our tax money funds imperialism and now genocide. Why do we let them get away with this?,221,88,3,1,1,3
116,1894,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,This HAS to stop. Neither Republicans nor Democrats have been able to stop this problem from ballooning to obscene proportions. Maybe give a Libertarian candidate a try? I don’t know - I’m just trying to think of something different that we haven’t tried yet.,80,259,1,3,1,3
116,1895,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,NO MORE METAL GEAR,2,18,2,99,0,
116,1896,Instagram Reels,GoodMorning BadNews,Our bloated military is a malignancy on the United States,I thought we didn't have enough money to help people in this country,7,68,3,3,1,4
117,1897,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,My grandparents are pushing me extremely hard to go to college although I keep trying to tell them that it’s just not worth it anymore. They don’t seem to understand that it’s not how it used to be. I don’t know what to do :(,23,225,1,2,1,3
117,1898,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,So what do I do,4,15,2,3,1,3
117,1899,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"I hate to nitpick, but I'm not sure you can say having a college degree isn't rewarded in the job market, but not having one is punished. Isn't that the same thing as rewarding having a college degree? Maybe I shouldn't write comments when I first wake up in the morning 🫠♥️",0,275,1,3,1,2
117,1900,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Those entry level jobs that are asking for a degree to qualify are doing so because. They know applicants with a degree likely will have massive debt and therefore be less likely to quit because they cant afford to be unemployed,147,228,1,3,1,3
117,1901,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Well American government can forgive the student loans but then can send billions in aid to Israel huh,30,102,3,2,0,
117,1902,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,Okay so college isn’t worth it for liberal arts degrees or are we talking about stem degrees as well ?,0,102,3,3,0,
117,1903,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"i have felt more and more that education is no longer about making people educated, but rather about giving those people the ability to do more for employers, and spend more money (like with loans) in the current economy to just make rich people richer, rather than it being a fulfilling experience of understanding more about anything and everything in the world",17,363,1,3,1,4
117,1904,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,"Ooof I'm already in Grad school... I'm studying physics, but still, damn. 😢",2,76,3,3,1,4
117,1905,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,College was never intended for be applicable to the job market. College purpose is to create a society of experts. The job market is the wealthy capitalist interest. I wouldnt go to college if my only option was to take out like more than 1/4 of what the degree or ROI is worth. The high diploma has no value. We give those out like candy on halloween. I agree the problem is the “standardization” of education. This video is misleading because it is missing a lot of context!,3,476,1,1,1,1
117,1906,Instagram Reels,GoodMorning BadNews,Going to college might be the worst investment you can make in your future. ,This is why I dropped out and built a media business,1,52,3,4,0,
118,1907,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Can we just do a Revolution again, all our lives suck, we work every day and get nothing, and we’re too young to do anything about it. How do I know people who work 6 1/2 days a week and still can’t afford to live on their own!!?",1009,229,1,1,1,4
118,1908,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Completely wrong about inflation, that is created by an expansion in the money supply due the government printing money. It is not any of the false reasons stated in this video.",45,177,1,3,1,2
118,1909,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",Corporations?? Fed and Government created inflation by controlling the money supply! Corporations just reacted to it 🤷,2,119,3,2,1,2
118,1910,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","""With no ability to blah blah"" then explain how spendings are at regular high, home-ownership rate is at like 30% and inflation is at its pre-pandemic numbers?? If people don't have money, how are they spending so much? You are doing FINE, stop this cringe shit, the ""bad economy"" is LITERALLY a social media invention, that unironically puzzles scientists. Real numbers show that Gen-z and millienials are starting to outearn and outspend even boomers, only tiktokers say otherwise",152,482,1,1,1,1
118,1911,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ","Wait, if they don’t have down payment money, that means that, unlike prior generations, their parents are the ones who aren’t giving them any money. We all know that lots of older generations own a home and car because their parents helped them. So now it’s time to help your own kids and you’re not able to unwilling. 🙃",15,321,1,3,1,3
118,1912,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",Funny because I ain't ever seen a boomer hit a money spread. Boomers got no motion,129,82,3,3,0,
118,1913,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",All that Starbucks and avocado toast adds up and I regret nothing,166,65,3,4,0,
118,1914,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",🙂 maybe the French were right and we shouldn’t have been making fun of them all this time,122,90,3,3,0,
118,1915,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",What’s it like to go to the doctor when you need to?,4,52,3,3,0,
118,1916,Instagram Reels,GoodMorning BadNews,"As Of 2024, Millennials and Gen-Zers have less money ",America needs a revolution,9,26,2,3,0,
119,1917,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,THEYRE DEFENDING THEMSELVES. REMEMBER OCT 7?!?! REMEMBER WHO ATTACKED FIRST. SUPPORT ISRAEL 🇮🇱,25,96,3,2,1,2
119,1918,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"This video made it seem as if one of the major reasons this Genocide will never end is because Hamas won’t back down. That is so far from accurate. Israel has promised to wipe the Palestinians off the face of the earth. Hamas is an excuse they tell the world so they can claim “self defense.” Charge the Israeli leaders, all the member of the IOF and Biden with war crimes. And yes, I voted for Biden.",116,401,1,2,1,2
119,1919,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"All they gotta do is handover the hostages ……that’s it, and the whole thing stops",10,81,3,3,0,
119,1920,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"I like your videos but disagree on the ending. You started calling it a ""conflict"" when it's not just that. It is gen0cide. The end is also framed is if Netanyahou is the only problem on the Israeli side. Israel has been the problem since day one because its creation relied on the forced displacement of hundreds of thousands of people. Lastly H@mas was created as a response to being colonized. Your framing was as if they're two equal powers, which they are not.",57,465,1,1,1,1
119,1921,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"Saying that the “conflict” (when it’s truly a genocide) will “go on forever” because neither party will back down when hamas has repeatedly stated they will release all israeli hostages many of times in turn for a total ceasefire is a blatantly incorrect statement. Israel is the only one holding power. Israel is the one continuing the attacks. Don’t act like this is a two sided conflict in which civilians are being caught in, it is genocide. Free Palestine.",115,461,1,1,1,1
119,1922,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,How is South Africa coordinating with Hamas and Israel doesn't know? They are monitoring EVERYTHING.,36,100,3,3,0,
119,1923,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,"Just casual war crimes and genocide, the fact that this is just a regular thing nowadays is wild",54,96,3,2,0,
119,1924,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Love how the word g3noc1de has to be censored😑,24,47,3,2,0,
119,1925,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Had me a bit worried there with that opening glad y’all swung around,3,68,3,3,0,
119,1926,Instagram Reels,GoodMorning BadNews,Israel has been officially charged with genocide against the Palestinian,Its not even good morning wtf,25,29,2,2,0,
120,1927,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,EXCUSE ME?,3090,10,2,2,0,
120,1928,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,damn,2041,4,2,3,0,
120,1929,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,Wait fr,623,7,2,3,0,
120,1930,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,WHATT,65,5,2,3,0,
120,1931,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,wait what?,72,10,2,3,0,
120,1932,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,wow,12,3,2,3,0,
120,1933,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,america,57,7,2,3,0,
120,1934,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,💯,3,2,2,99,0,
120,1935,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,@mazzu.tilde @Swag_m00ssleany raga..,3,36,2,99,0,
120,1936,TikTok,GoodMorning BadNews,#goodmorningbadnews #goodmorninggoodnews #transatlantic #tennessee #involuntary #prison #jail #jimcrowlaws #jimcrow #incarceration #trump #biden #abrahamlincoln #13amendment #13thamendment,boost,3,5,2,3,0,
121,1937,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,I am not getting drafted to fight someone else’s war in the desert,2259,66,3,2,1,2
121,1938,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,The leaders can fight for themselves BYEEEEEE💖,13700,47,3,3,0,
121,1939,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,"Like I said before, Imma just say nuh-uh and do the jail time",3246,61,3,2,1,2
121,1940,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,my students think that the draft takes one male from every family 😭 like no buddy this isn't Mulan,588,99,3,3,0,
121,1941,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,But i cant drink???,1373,19,2,3,0,
121,1942,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,A 5 year prison sentence sounds heck of a lot better than throwing out my life permanently. 🙃,517,94,3,3,1,4
121,1943,TikTok,GoodMorning BadNews,#goodmorningbadnews #ww3 #israel #palestine #libya #hamas #iran #ukraine #worldnews #conflict #draft #militarydraft #rotc #usarmy #usnavy #usmarines #usmc @danfromtheinternet,Why don’t we just put these world leaders in a boxing ring instead of going to war?,9762,83,3,3,1,3
